,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
159,3.0,2.0,16.0,4.0,4.0,77.0,11.7,50.0,533.0,3.0,6.7,18.9,14.3,39.9,0.675675676,0.996,16.35,5.261,4.063,10.02
160,3.0,3.0,1.0,1.0,1.0,42.5,8.29,34.0,341.0,3.0,5.3,6.4,8.2,19.9,-0.038461538,0.943,19.87,5.995,4.963,1.163
161,3.0,3.0,2.0,1.0,2.0,54.0,12.41,41.0,484.0,4.0,7.3,15.2,18.0,40.5,0.032258065,0.881,15.55,4.519,4.86,8.957
162,3.0,3.0,3.0,1.0,3.0,73.0,14.47,58.0,1013.0,4.0,9.3,21.1,24.2,54.6,0.037735849,0.67,17.78,7.265,7.369,7.131
163,3.0,3.0,4.0,1.0,4.0,49.0,10.67,25.0,182.0,2.0,4.7,12.2,14.2,31.1,0.066666667,0.686,18.12,8.528,4.771,6.417
164,3.0,3.0,5.0,2.0,1.0,70.0,10.36,24.0,477.0,3.0,5.8,10.9,14.3,31.0,-0.35,1.165,22.07,2.848,14.83,0.703
165,3.0,3.0,6.0,2.0,2.0,44.5,9.68,22.0,237.0,2.0,4.5,9.0,8.5,22.0,0.318181818,0.688,20.5,6.633,6.639,3.827
166,3.0,3.0,7.0,2.0,3.0,73.5,12.62,29.0,540.0,2.0,6.8,17.2,15.8,39.8,-0.108695652,0.916,17.45,4.814,5.751,7.731
167,3.0,3.0,8.0,2.0,4.0,103.0,12.85,39.0,576.0,3.0,8.6,22.5,17.7,48.8,0.1,0.973,16.06,4.965,4.382,10.62
168,3.0,3.0,9.0,3.0,1.0,67.0,10.44,30.0,491.0,2.0,6.3,13.2,12.2,31.7,-0.133333333,1.043,18.27,5.608,11.07,1.181
169,3.0,3.0,10.0,3.0,2.0,64.0,14.96,50.0,522.0,5.0,7.0,22.8,22.0,51.8,0.470588235,0.688,16.22,4.597,7.058,6.297
170,3.0,3.0,11.0,3.0,3.0,71.0,12.62,39.0,833.0,4.0,7.9,17.8,14.1,39.8,0.25,1.359,16.48,4.476,7.844,9.332
171,3.0,3.0,12.0,3.0,4.0,62.0,12.21,20.0,342.0,3.0,5.6,17.4,17.4,40.4,-0.018867925,0.646,15.89,6.551,4.563,7.633
172,3.0,3.0,13.0,4.0,1.0,56.0,10.3,41.0,438.0,3.0,6.1,10.7,9.1,25.9,1.0,0.971,21.43,5.882,12.54,0.708
173,3.0,3.0,14.0,4.0,2.0,22.5,5.7,15.0,121.0,1.0,3.6,4.1,4.3,12.0,0.23562424286315792,0.752,14.67,7.926,4.921,7.779
174,3.0,3.0,15.0,4.0,3.0,72.0,11.2,35.0,842.0,2.0,8.0,14.1,16.5,38.6,0.625,0.781,17.48,6.071,6.761,6.206
175,3.0,3.0,16.0,4.0,4.0,91.0,12.86,34.0,354.0,6.0,4.9,19.9,15.1,39.9,0.120689655,1.312,20.92,6.041,5.689,15.72
176,3.0,4.0,1.0,1.0,1.0,56.0,9.24,21.0,317.0,4.0,5.0,11.0,11.2,27.2,0.108108108,0.75,17.6,7.851,6.027,0.674
177,3.0,4.0,2.0,1.0,2.0,54.0,8.82,30.0,487.0,2.0,6.0,9.7,10.7,26.4,-0.609756098,0.803,19.35,4.47,9.444,0.343
178,3.0,4.0,3.0,1.0,3.0,50.0,11.84,45.0,440.0,3.0,6.5,16.3,14.6,37.4,0.055555556,0.702,16.11,6.503,3.34,8.8
179,3.0,4.0,4.0,1.0,4.0,49.0,10.66,17.0,434.0,2.0,5.0,10.6,8.9,24.5,-0.05,0.829,19.19,6.986,8.254,7.277
180,3.0,4.0,5.0,2.0,1.0,55.5,11.0,31.0,265.0,2.0,5.7,13.4,14.2,33.3,0.275862069,0.9331593406593407,19.610494505494504,6.667741758241759,7.944098901098902,6.040153846153846
181,3.0,4.0,6.0,2.0,2.0,72.0,15.94,54.0,937.0,4.0,8.6,28.0,29.7,66.3,0.181818182,0.894,17.36,4.888,5.122,6.706
182,3.0,4.0,7.0,2.0,3.0,46.0,9.57,18.0,238.0,2.0,4.3,11.8,11.3,27.4,-0.058823529,0.627,20.4,10.86,6.464,3.288
183,3.0,4.0,8.0,2.0,4.0,45.0,7.74,29.0,288.0,3.0,4.5,5.8,7.2,17.5,0.192307692,0.896,15.72,4.905,6.498,7.09
184,3.0,4.0,9.0,3.0,1.0,49.0,9.08,19.0,202.0,1.0,4.3,8.8,9.7,22.8,0.444444444,0.667,20.2,3.681,11.45,0.519
185,3.0,4.0,10.0,3.0,2.0,51.0,12.03,41.0,217.0,6.0,4.5,13.5,11.6,29.6,0.205882353,0.813,14.98,5.37,7.774,8.104
186,3.0,4.0,11.0,3.0,3.0,64.0,10.27,19.0,332.0,1.0,4.8,11.1,8.5,24.4,1.0,0.58,14.97,5.361,6.611,7.008
187,3.0,4.0,12.0,3.0,4.0,50.0,9.43,23.0,247.0,2.0,4.3,11.1,10.5,25.9,1.0,0.748,18.4,7.436,7.448,6.985
188,3.0,4.0,13.0,4.0,1.0,51.0,8.71,21.0,354.0,3.0,4.8,6.2,7.2,18.2,1.0,1.122,17.84,6.073,13.19,1.429
189,3.0,4.0,14.0,4.0,2.0,53.0,10.38,19.0,205.0,1.0,4.0,12.2,10.9,27.1,0.25,0.807,20.43,7.286,7.41,4.228
190,3.0,4.0,15.0,4.0,3.0,50.0,12.19,40.0,438.0,4.0,6.2,13.4,13.7,33.3,1.0,1.179,19.13,5.087,9.051,7.081
191,3.0,4.0,16.0,4.0,4.0,44.0,10.4,24.0,355.0,2.0,5.4,12.7,12.6,30.7,0.53125,0.767,18.25,8.057,7.771,5.562
